  0.0000000e+000  4.6004000e+000  2.8995124e-001
  0.0000000e+000  4.3092000e+000  2.4476064e-001
  0.0000000e+000  4.3286000e+000  2.1338209e-001
  0.0000000e+000  4.7777000e+000  1.9329787e-001
  0.0000000e+000  2.9110000e+000  1.8325798e-001
  0.0000000e+000  3.5714000e+000  1.7447252e-001
  1.3518000e+000  1.4499000e+000  1.7195922e-001
  0.0000000e+000  4.6986000e+000  1.6694149e-001
  0.0000000e+000  4.2770000e+000  1.6442819e-001
  1.2564600e+001  2.2313000e+000  1.6191933e-001
  2.3646100e+001  6.8980000e-001  1.2677438e+000
  0.0000000e+000  4.3483000e+000  2.3848626e+000
  0.0000000e+000  4.2969000e+000  1.4309176e+000
  0.0000000e+000  2.8019000e+000  8.7361259e-001
  0.0000000e+000  3.4152000e+000  5.6985816e-001
  0.0000000e+000  3.4890000e+000  3.9287677e-001
  4.7483000e+000  1.3606000e+000  3.1379876e-001
  0.0000000e+000  3.7000000e+000  2.6986702e-001
  0.0000000e+000  3.4830000e+000  2.5103723e-001
  0.0000000e+000  2.6360000e+000  2.3472074e-001
  0.0000000e+000  3.2378000e+000  2.2342199e-001
  0.0000000e+000  2.5811000e+000  2.1338209e-001
  0.0000000e+000  3.1544000e+000  2.0835993e-001
  5.3740000e-001  1.5535000e+000  2.0082890e-001
  0.0000000e+000  1.7884000e+000  1.9832004e-001
  0.0000000e+000  1.7984000e+000  1.9329787e-001
  0.0000000e+000  2.7432000e+000  1.9078901e-001
  0.0000000e+000  3.4122000e+000  1.9078901e-001
  0.0000000e+000  3.4584000e+000  1.8576684e-001
  0.0000000e+000  2.1924000e+000  1.8576684e-001
  1.6709000e+000  1.3136000e+000  1.8074911e-001
  7.0192000e+000  4.8780000e-001  1.8576684e-001
  1.1277000e+000  3.1253000e+000  1.9078901e-001
  0.0000000e+000  8.8160000e-001  1.9581117e-001
  0.0000000e+000  2.3354000e+000  2.0585106e-001
  2.8670800e+001  1.0315000e+000  2.1338209e-001
  1.1300000e-001  2.9212000e+000  4.6191046e-001
  0.0000000e+000  2.4237000e+000  6.6148493e-001
  0.0000000e+000  1.9250000e+000  5.3345745e-001
  2.2042900e+001  6.3480000e-001  4.9705674e-001
  5.7100000e-002  2.4984000e+000  6.8031472e-001
  0.0000000e+000  1.4707000e+000  5.5102837e-001
  3.1670000e-001  1.2746000e+000  4.4057181e-001
  1.0700000e-002  9.5860000e-001  3.6023936e-001
  0.0000000e+000  7.8440000e-001  3.2007535e-001
  0.0000000e+000  1.3233000e+000  2.9622340e-001
  4.6215200e+001  3.1350000e-001  4.3931738e-001
  0.0000000e+000  1.4114000e+000  2.4601773e+000
  4.2534500e+001  6.2930000e-001  2.6861082e+000
  1.5051900e+001  2.1522000e+000  7.3554255e+000
  0.0000000e+000  2.7660000e+000  7.4809441e+000
  3.0924700e+001  8.5460000e-001  6.1504388e+000
  3.4821000e+000  3.6150000e-001  7.8198449e+000
  8.7501000e+000  4.0880000e-001  6.6525177e+000
  0.0000000e+000  1.8430000e+000  5.1839406e+000
  0.0000000e+000  2.2848000e+000  3.6902615e+000
  8.3585200e+001  2.4550000e-001  5.8366401e+000
  1.7526300e+001  2.2350000e-001  1.3932629e+001
  4.4722100e+001  5.1250000e-001  1.6191968e+001
  0.0000000e+000  1.3890000e+000  2.1338258e+001
  0.0000000e+000  1.5948000e+000  2.4476232e+001
  0.0000000e+000  1.8275000e+000  2.3472088e+001
  7.1210000e-001  7.9210000e-001  1.1786246e+001
  1.0995000e+000  1.9269000e+000  4.6191046e+000
  0.0000000e+000  8.4660000e-001  3.1254255e+000
  8.8485000e+000  8.2210000e-001  2.3848626e+000
  0.0000000e+000  1.7861000e+000  2.0083067e+000
  8.6796000e+000  1.7500000e-001  2.0710683e+000
  0.0000000e+000  1.7624000e+000  2.4476241e+000
  0.0000000e+000  2.0981000e+000  2.0083067e+000
  0.0000000e+000  1.8024000e+000  1.5187810e+000
  0.0000000e+000  1.6625000e+000  1.2802970e+000
  0.0000000e+000  6.5210000e-001  1.1422252e+000
  0.0000000e+000  2.8170000e-001  1.0769548e+000
  1.3435000e+000  4.9310000e-001  1.0104300e+000
  4.7730000e-001  1.0240000e+000  9.6649823e-001
  2.3141500e+001  2.7970000e-001  1.0769548e+000
  4.2850000e-001  4.0380000e-001  2.0710683e+000
  1.0427300e+001  1.2720000e-001  2.5103812e+000
  8.0280000e-001  6.6100000e-001  3.1254255e+000
  0.0000000e+000  1.6050000e+000  2.7614229e+000
  0.0000000e+000  1.0438000e+000  2.3848626e+000
  0.0000000e+000  8.9130000e-001  1.8200266e+000
  0.0000000e+000  1.0882000e+000  1.3430541e+000
  2.6109000e+000  7.3570000e-001  1.1422252e+000
